"vidid","adview"
"VID_7624",3
"VID_1277",6
"VID_9726",5
"VID_13732",3
"VID_983",5
"VID_18556",44
"VID_6037",4
"VID_19550",4
"VID_7145",6
"VID_8906",6
"VID_16583",3
"VID_5260",10
"VID_15014",4
"VID_14318",4
"VID_12522",4
"VID_5197",5
"VID_22396",3
"VID_3252",3
"VID_23438",3
"VID_16127",5
"VID_13860",4
"VID_13887",5
"VID_4865",3
"VID_15670",3
"VID_7894",4
"VID_18048",4
"VID_4307",4
"VID_9349",5
"VID_16991",6
"VID_17464",3
"VID_9923",3
"VID_11287",3
"VID_18502",4
"VID_23104",3
"VID_13868",3
"VID_14374",1021
"VID_5205",7
"VID_18728",2
"VID_23329",2
"VID_16284",5
"VID_14059",3
"VID_17475",33
"VID_389",13
"VID_15706",3
"VID_11844",3
"VID_15446",3
"VID_6039",5
"VID_6987",3
"VID_3855",3
"VID_18012",3
"VID_21988",3
"VID_19605",6
"VID_18707",4
"VID_21831",5
"VID_19381",6
"VID_272",12
"VID_1906",14
"VID_7930",3
"VID_2631",7
"VID_14335",6
"VID_19046",3
"VID_9053",4
"VID_15414",5
"VID_10692",3
"VID_2308",4
"VID_11872",3
"VID_13889",5
"VID_23727",3
"VID_1251",2
"VID_6245",4
"VID_20914",7
"VID_6957",10
"VID_7865",208
"VID_13304",3
"VID_11512",4
"VID_12553",4
"VID_10134",5
"VID_1632",3
"VID_22907",3
"VID_10816",4
"VID_6698",8
"VID_19970",4
"VID_8792",4
"VID_2040",9
"VID_20399",6
"VID_13412",3
"VID_7928",4
"VID_16061",3
"VID_13418",5
"VID_19961",8
"VID_11194",7
"VID_4489",8
"VID_3876",5
"VID_12616",4
"VID_11483",5
"VID_9194",2
"VID_7765",2
"VID_18780",18
"VID_1267",45
"VID_13432",5
"VID_13302",4
"VID_19884",202
"VID_1695",3
"VID_7157",3
"VID_20876",3
"VID_9035",6
"VID_4313",4
"VID_12180",5
"VID_1759",4
"VID_21186",3
"VID_4989",3
"VID_17199",3
"VID_6433",3
"VID_8740",5
"VID_1647",3
"VID_16427",3
"VID_5806",5
"VID_12554",5
"VID_15576",3
"VID_20879",3
"VID_20580",2
"VID_8624",3
"VID_15575",4
"VID_18564",2
"VID_13483",4
"VID_1657",7
"VID_1356",5
"VID_12108",5
"VID_6649",3
"VID_18405",5
"VID_12738",5
"VID_13092",4
"VID_14201",2
"VID_13706",4
"VID_213",5
"VID_7224",4
"VID_6884",4
"VID_9722",16
"VID_13780",4
"VID_13828",4
"VID_2817",5
"VID_11366",3
"VID_4897",3
"VID_3523",5
"VID_19135",3
"VID_14543",3
"VID_2061",2
"VID_754",7
"VID_23602",2
"VID_11632",7
"VID_14440",305
"VID_22932",8
"VID_7555",5
"VID_11213",5
"VID_2675",12
"VID_8293",3
"VID_18726",4
"VID_17484",3
"VID_18733",4
"VID_1059",176
"VID_9143",5
"VID_14665",6
"VID_4036",4
"VID_3285",3
"VID_18901",5
"VID_20737",4
"VID_944",29
"VID_20956",2
"VID_11068",5
"VID_8123",3
"VID_8607",4
"VID_11993",3
"VID_11216",10
"VID_21786",6
"VID_12321",11
"VID_9374",2
"VID_1873",3
"VID_15341",8
"VID_1094",8
"VID_19489",14
"VID_13966",3
"VID_16782",3
"VID_11460",4
"VID_2282",3
"VID_18812",3
"VID_5238",8
"VID_12704",3
"VID_20650",8
"VID_16174",4
"VID_14138",3
"VID_12719",4
"VID_10122",4
"VID_14697",4
"VID_9677",6
"VID_22686",4
"VID_227",9
"VID_20507",8
"VID_21682",36
"VID_18441",5
"VID_997",4
"VID_12706",4
"VID_6173",4
"VID_21501",11
"VID_2809",2
"VID_569",10
"VID_3634",3
"VID_3499",3
"VID_6096",4
"VID_14238",3
"VID_19675",277
"VID_9330",6
"VID_22198",7
"VID_12804",2
"VID_16080",2
"VID_7748",4
"VID_19263",5
"VID_10277",5
"VID_20198",3
"VID_3822",7
"VID_8761",8
"VID_6759",12
"VID_3481",4
"VID_3094",7
"VID_16566",3
"VID_4441",4
"VID_3951",4
"VID_21843",5
"VID_23364",3
"VID_5251",4
"VID_1948",4
"VID_3991",3
"VID_7826",4
"VID_13676",4
"VID_18637",7
"VID_21061",7
"VID_6547",11
"VID_16425",20
"VID_17266",5
"VID_19690",2
"VID_14158",3
"VID_602",8
"VID_13360",3
"VID_17387",5
"VID_4906",4
"VID_22885",10
"VID_23683",4
"VID_19725",6
"VID_22041",31
"VID_5019",4
"VID_1377",5
"VID_1679",37
"VID_9286",3
"VID_19304",5
"VID_666",22
"VID_10349",3
"VID_1774",8
"VID_12371",5
"VID_4103",3
"VID_6527",4
"VID_11443",5
"VID_15490",5
"VID_18734",16
"VID_4333",6
"VID_22923",3
"VID_15571",5
"VID_7233",5
"VID_9733",9
"VID_4723",6
"VID_14095",4
"VID_10131",6
"VID_4768",4
"VID_7168",4
"VID_18644",8
"VID_17176",4
"VID_16331",5
"VID_9298",5
"VID_13873",4
"VID_13295",4
"VID_11572",3
"VID_10995",4
"VID_20031",10
"VID_14996",5
"VID_22893",6
"VID_21296",2
"VID_20277",4
"VID_14778",3
"VID_383",2
"VID_5827",6
"VID_7558",4
"VID_18015",4
"VID_18744",101
"VID_16266",3
"VID_17175",4
"VID_17805",4
"VID_3720",4
"VID_20491",20
"VID_2711",3
"VID_10991",3
"VID_23563",3
"VID_353",4
"VID_23165",4
"VID_7300",4
"VID_6710",7
"VID_5196",3
"VID_3730",4
"VID_20785",30
"VID_19781",4
"VID_10146",4
"VID_2518",3
"VID_840",5
"VID_4430",4
"VID_16996",3
"VID_22936",3
"VID_22504",6
"VID_3750",2
"VID_3658",4
"VID_22971",10
"VID_15236",3
"VID_22486",9
"VID_13954",3
"VID_8058",4
"VID_663",5
"VID_3814",4
"VID_9198",4
"VID_19863",58
"VID_13398",4
"VID_17862",4
"VID_7718",3
"VID_15516",4
"VID_2296",27
"VID_22055",4
"VID_22459",6
"VID_16854",4
"VID_8197",2
"VID_21952",3
"VID_10129",3
"VID_3566",3
"VID_6817",4
"VID_19260",5
"VID_20553",2
"VID_22496",81
"VID_12450",8
"VID_14239",3
"VID_16804",3
"VID_6521",3
"VID_5102",3
"VID_16722",3
"VID_18580",13
"VID_4212",4
"VID_1783",2
"VID_12206",4
"VID_21552",6
"VID_6166",6
"VID_22473",5
"VID_10843",6
"VID_7934",4
"VID_6887",7
"VID_3994",4
"VID_14111",4
"VID_12425",6
"VID_2705",3
"VID_22460",5
"VID_21443",26
"VID_13458",4
"VID_16706",9
"VID_11203",17
"VID_4415",3
"VID_14218",4
"VID_19113",11
"VID_19213",11
"VID_19265",6
"VID_2584",4
"VID_5236",4
"VID_1018",4
"VID_17894",8
"VID_9637",3
"VID_22287",10
"VID_13596",3
"VID_6944",3
"VID_2778",4
"VID_3200",3
"VID_11241",3
"VID_5901",3
"VID_14375",4
"VID_99",7
"VID_2899",363
"VID_10190",5
"VID_813",4
"VID_14452",2
"VID_369",6
"VID_23168",4
"VID_5106",3
"VID_19011",5
"VID_7298",3
"VID_5681",5
"VID_1855",4
"VID_21283",7
"VID_21379",6
"VID_10947",4
"VID_17615",5
"VID_2087",4
"VID_5531",5
"VID_22667",6
"VID_1296",2
"VID_3279",3
"VID_649",2
"VID_18268",3
"VID_19706",12
"VID_6399",4
"VID_19122",14
"VID_4301",4
"VID_10984",4
"VID_8325",2
"VID_16691",4
"VID_11882",4
"VID_11982",3
"VID_14176",2
"VID_3065",2
"VID_22455",4
"VID_14287",5
"VID_7854",8
"VID_22763",10
"VID_4563",4
"VID_15642",7
"VID_21317",4
"VID_18687",3
"VID_18552",3
"VID_5021",5
"VID_3375",3
"VID_3817",3
"VID_3366",4
"VID_8419",3
"VID_1735",4
"VID_1461",4
"VID_2356",3
"VID_16448",15
"VID_9230",3
"VID_10289",11
"VID_18175",4
"VID_22061",2
"VID_1168",3
"VID_22928",4
"VID_11744",2
"VID_11047",6
"VID_13591",3
"VID_14578",10
"VID_22622",16
"VID_7901",6
"VID_23021",4
"VID_9038",3
"VID_13750",4
"VID_6280",6
"VID_11461",8
"VID_8873",10
"VID_18990",8
"VID_17976",6
"VID_16955",3
"VID_1796",4
"VID_20921",40
"VID_1317",12
"VID_8069",4
"VID_22468",11
"VID_6926",5
"VID_4722",5
"VID_9129",4
"VID_14041",8
"VID_9932",4
"VID_9659",3
"VID_15144",4
"VID_1498",40
"VID_16129",5
"VID_664",6
"VID_17580",3
"VID_21417",4
"VID_13953",4
"VID_18930",3
"VID_18139",3
"VID_11415",3
"VID_19396",33
"VID_16697",4
"VID_16407",7
"VID_9074",3
"VID_4666",3
"VID_22617",5
"VID_1842",14
"VID_17391",3
"VID_2412",2
"VID_20615",2
"VID_14222",4
"VID_9588",2
"VID_16609",5
"VID_17466",5
"VID_1888",4
"VID_461",3
"VID_15015",3
"VID_8631",12
"VID_14646",3
"VID_10770",3
"VID_19109",30
"VID_19111",4
"VID_20186",3
"VID_1192",4
"VID_11722",8
"VID_17776",5
"VID_7549",4
"VID_15395",3
"VID_13017",2
"VID_16986",4
"VID_14419",3
"VID_13921",7
"VID_6609",3
"VID_12878",3
"VID_10931",5
"VID_17716",30
"VID_3255",3
"VID_1506",4
"VID_14618",5
"VID_9422",4
"VID_7811",3
"VID_6620",3
"VID_1477",3
"VID_3248",4
"VID_3529",5
"VID_18772",3
"VID_56",6
"VID_18839",2
"VID_5763",3
"VID_3368",3
"VID_18344",4
"VID_23011",3
"VID_5937",5
"VID_3841",4
"VID_21398",7
"VID_8079",6
"VID_15470",3
"VID_20276",5
"VID_5461",26
"VID_7124",4
"VID_5447",3
"VID_1702",2
"VID_14723",4
"VID_14225",3
"VID_16157",4
"VID_7608",4
"VID_3413",18
"VID_10219",5
"VID_19649",5
"VID_21244",51
"VID_20925",19
"VID_3686",3
"VID_12169",4
"VID_7490",4
"VID_19356",3
"VID_1329",5
"VID_1649",11
"VID_10314",2
"VID_13342",4
"VID_21573",23
"VID_21226",7
"VID_18968",10
"VID_18357",4
"VID_11765",2
"VID_439",3
"VID_23407",4
"VID_5598",6
"VID_23356",4
"VID_1278",37
"VID_9253",8
"VID_8203",3
"VID_11006",4
"VID_5553",4
"VID_1677",6
"VID_20853",13
"VID_23581",5
"VID_13212",5
"VID_13440",3
"VID_15448",4
"VID_4967",3
"VID_21754",4
"VID_680",2
"VID_12637",4
"VID_7914",4
"VID_12827",3
"VID_122",2
"VID_17314",4
"VID_8713",7
"VID_15935",3
"VID_14442",3
"VID_8070",4
"VID_20403",7
"VID_17711",2
"VID_11615",4
"VID_15404",4
"VID_3647",3
"VID_12405",4
"VID_772",3
"VID_11452",4
"VID_3410",3
"VID_7056",2
"VID_20509",9
"VID_11723",6
"VID_5482",2
"VID_15694",3
"VID_4324",5
"VID_1259",4
"VID_10024",6
"VID_22382",4
"VID_1073",5
"VID_5434",3
"VID_14737",4
"VID_8750",4
"VID_15308",4
"VID_16420",3
"VID_15045",4
"VID_20064",6
"VID_13568",4
"VID_2146",5
"VID_14878",3
"VID_5996",3
"VID_18738",239
"VID_16932",6
"VID_10894",3
"VID_14710",3
"VID_8885",4
"VID_23004",3
"VID_23219",2
"VID_22097",127
"VID_4297",5
"VID_16228",3
"VID_15954",5
"VID_3345",5
"VID_6427",4
"VID_2718",3
"VID_6546",4
"VID_13082",5
"VID_5244",5
"VID_3531",3
"VID_22286",8
"VID_22485",3
"VID_12333",3
"VID_10212",4
"VID_3367",4
"VID_16618",13
"VID_20425",4
"VID_15511",4
"VID_15733",3
"VID_4609",4
"VID_1226",3
"VID_13888",3
"VID_9222",2
"VID_21581",7
"VID_4465",4
"VID_5281",7
"VID_1306",4
"VID_7739",3
"VID_22195",20
"VID_18924",3
"VID_23513",3
"VID_17401",5
"VID_20646",13
"VID_11904",6
"VID_4731",5
"VID_5672",3
"VID_15911",4
"VID_20319",5
"VID_17444",32
"VID_18753",5
"VID_7764",6
"VID_15704",4
"VID_11545",6
"VID_19136",5
"VID_18105",6
"VID_14067",7
"VID_20812",19
"VID_21151",4
"VID_7982",4
"VID_20546",10
"VID_17720",12
"VID_16337",4
"VID_19872",28
"VID_21738",7
"VID_11905",6
"VID_4785",4
"VID_16967",4
"VID_20054",6
"VID_23759",7
"VID_5271",5
"VID_15558",5
"VID_20763",4
"VID_3691",5
"VID_10696",2
"VID_15281",8
"VID_11521",4
"VID_11012",4
"VID_21215",4
"VID_14106",4
"VID_17170",5
"VID_8829",12
"VID_15648",5
"VID_2503",3
"VID_9609",3
"VID_14786",20
"VID_1096",3
"VID_16946",4
"VID_538",11
"VID_21465",11
"VID_2234",5
"VID_19367",15
"VID_19713",3
"VID_17979",4
"VID_14645",5
"VID_13242",6
"VID_13615",5
"VID_13195",2
"VID_16686",4
"VID_574",4
"VID_19535",5
"VID_17822",3
"VID_9736",5
"VID_9317",1
"VID_1575",83
"VID_6226",4
"VID_21053",343
"VID_7408",3
"VID_20431",7
"VID_19505",2
"VID_23365",3
"VID_6007",4
"VID_5185",5
"VID_6617",5
"VID_9082",3
"VID_14054",2
"VID_23360",3
"VID_2442",3
"VID_3786",5
"VID_7466",8
"VID_7153",4
"VID_19049",2
"VID_23260",3
"VID_14651",3
"VID_20422",7
"VID_10825",4
"VID_7545",5
"VID_14348",6
"VID_9713",162
"VID_1014",5
"VID_9113",2
"VID_11382",3
"VID_11300",11
"VID_20932",6
"VID_14436",5
"VID_9301",3
"VID_12523",4
"VID_12643",4
"VID_12362",5
"VID_15441",4
"VID_9952",5
"VID_21767",8
"VID_12684",7
"VID_11309",24
"VID_7834",3
"VID_18002",5
"VID_9547",3
"VID_16315",74
"VID_8722",7
"VID_1399",5
"VID_237",3
"VID_18681",3
"VID_6685",5
"VID_22705",6
"VID_20836",4
"VID_10891",3
"VID_20804",22
"VID_13123",2091
"VID_9458",6
"VID_8877",5
"VID_4443",4
"VID_5448",5
"VID_488",2
"VID_20620",5
"VID_20039",9
"VID_13054",3
"VID_22530",16
"VID_22322",3
"VID_20887",26
"VID_6942",6
"VID_21305",5
"VID_20072",4
"VID_18181",3
"VID_5565",4
"VID_4061",5
"VID_19993",7
"VID_7414",5
"VID_17815",7
"VID_16441",16
"VID_6144",7
"VID_21845",2
"VID_2468",3
"VID_1196",10
"VID_20487",7
"VID_21406",4
"VID_4458",3
"VID_12222",4
"VID_20587",2
"VID_21192",5
"VID_1338",4
"VID_13631",6
"VID_425",11
"VID_23125",3
"VID_5980",3
"VID_5826",8
"VID_730",6
"VID_20191",3
"VID_9366",2
"VID_3599",3
"VID_7073",3
"VID_13754",11
"VID_2499",5
"VID_14759",4
"VID_13348",4
"VID_5900",3
"VID_21942",6
"VID_23612",2
"VID_15321",4
"VID_16775",3
"VID_8386",4
"VID_12887",4
"VID_3074",2
"VID_17009",6
"VID_18209",6
"VID_16226",3
"VID_23615",5
"VID_3344",4
"VID_13034",8
"VID_23160",4
"VID_23460",2
"VID_2581",5
"VID_7813",4
"VID_1638",4
"VID_21708",46
"VID_5991",3
"VID_22675",3
"VID_20488",5
"VID_23492",3
"VID_22464",6
"VID_13553",4
"VID_23048",3
"VID_19463",3
"VID_2955",4
"VID_21189",9
"VID_20777",4
"VID_15256",5
"VID_17502",6
"VID_22886",4
"VID_17133",3
"VID_18620",3
"VID_10137",2
"VID_13680",4
"VID_10713",33
"VID_23376",4
"VID_428",14
"VID_14166",4
"VID_17547",3
"VID_2976",4
"VID_11430",30
"VID_13121",5
"VID_16459",7
"VID_846",3
"VID_9810",5
"VID_3097",5
"VID_16503",19
"VID_296",3
"VID_19267",4
"VID_13080",4
"VID_16247",4
"VID_1982",10
"VID_22880",32
"VID_14170",3
"VID_10366",4
"VID_3537",4
"VID_21066",3
"VID_4285",4
"VID_13925",6
"VID_19161",4
"VID_21216",9
"VID_2226",5
"VID_5101",3
"VID_22215",17
"VID_4278",4
"VID_19545",4
"VID_16699",4
"VID_7728",5
"VID_13946",5
"VID_22301",3
"VID_490",2
"VID_14579",33
"VID_22276",3
"VID_12740",4
"VID_2319",2
"VID_9097",4
"VID_15646",11
"VID_3981",5
"VID_12145",5
"VID_15834",3
"VID_16160",5
"VID_1083",7
"VID_10805",5
"VID_3699",9
"VID_21514",3
"VID_1673",2
"VID_15239",5
"VID_898",8
"VID_11335",3
"VID_4501",4
"VID_22358",18
"VID_7092",5
"VID_19699",2
"VID_16150",11
"VID_16870",3
"VID_15804",5
"VID_11147",3
"VID_6581",4
"VID_11927",5
"VID_12471",4
"VID_16703",3
"VID_12913",5
"VID_7482",4
"VID_3979",4
"VID_7010",3
"VID_5822",6
"VID_22298",4
"VID_6753",9
"VID_12787",54
"VID_11162",8
"VID_18497",5
"VID_76",3
"VID_18190",4
"VID_11843",4
"VID_4089",4
"VID_20298",212
"VID_9557",2
"VID_9380",7
"VID_18153",156
"VID_18060",3
"VID_20324",6
"VID_11513",4
"VID_17896",3
"VID_16060",2
"VID_15066",3
"VID_4762",4
"VID_23414",5
"VID_13269",10
"VID_4876",2
"VID_8111",6
"VID_2593",6
"VID_21549",3
"VID_6237",3
"VID_22122",8
"VID_6481",4
"VID_12717",8
"VID_20370",9
"VID_14515",11
"VID_11481",4
"VID_10769",2
"VID_18296",3
"VID_7639",2
"VID_18195",3
"VID_20891",7
"VID_19939",7
"VID_19388",6
"VID_20066",6
"VID_7083",3
"VID_12868",11
"VID_16004",5
"VID_7698",5
"VID_18053",5
"VID_9985",4
"VID_3109",6
"VID_7784",4
"VID_16888",2
"VID_15320",3
"VID_6762",3
"VID_13485",4
"VID_20969",5
"VID_1615",4
"VID_13077",13
"VID_2223",6
"VID_19576",6
"VID_211",4
"VID_14157",6
"VID_16361",5
"VID_3278",3
"VID_20965",6
"VID_14397",3
"VID_9552",5
"VID_14588",14
"VID_15007",6
"VID_11202",3
"VID_11824",2
"VID_2490",4
"VID_7575",7
"VID_11142",7
"VID_9984",6
"VID_3583",3
"VID_14594",6
"VID_12231",5
"VID_21257",5
"VID_3275",3
"VID_7081",2
"VID_13830",4
"VID_9356",6
"VID_13975",4
"VID_2100",31
"VID_3260",3
"VID_20059",3
"VID_5915",4
"VID_7280",3
"VID_8813",5
"VID_4095",4
"VID_15505",3
"VID_12419",3
"VID_2937",6
"VID_9231",3
"VID_21270",11
"VID_17847",3
"VID_11237",7
"VID_4634",4
"VID_4716",5
"VID_20265",3
"VID_18316",4
"VID_10138",8
"VID_4990",3
"VID_246",12
"VID_6841",3
"VID_17749",5
"VID_8136",2
"VID_3815",3
"VID_17244",4
"VID_8194",2
"VID_21265",7
"VID_19952",3
"VID_3483",5
"VID_11010",6
"VID_16542",2
"VID_12196",4
"VID_20150",4
"VID_652",3
"VID_18816",4
"VID_11495",51
"VID_20420",19
"VID_1035",5
"VID_4240",5
"VID_12148",5
"VID_2059",2
"VID_10136",2
"VID_19726",5
"VID_15530",3
"VID_10512",3
"VID_23099",3
"VID_18818",5
"VID_18846",2
"VID_4056",3
"VID_7349",4
"VID_6296",4
"VID_22618",8
"VID_5725",6
"VID_2582",4
"VID_23619",5
"VID_10774",5
"VID_1380",4
"VID_5879",6
"VID_14235",3
"VID_17019",4
"VID_13630",5
"VID_2081",4
"VID_18764",2
"VID_13779",6
"VID_18791",4
"VID_7140",5
"VID_23074",3
"VID_13977",9
"VID_522",2
"VID_20567",3
"VID_18521",18
"VID_12121",4
"VID_4090",5
"VID_8664",99
"VID_12236",6
"VID_16548",3
"VID_20239",92
"VID_20147",7
"VID_20823",17
"VID_19629",8
"VID_3159",3
"VID_4388",21
"VID_5729",5
"VID_16729",3
"VID_10898",6
"VID_15117",3
"VID_2008",6
"VID_1992",30
"VID_20369",5
"VID_16922",4
"VID_19905",4
"VID_21924",7
"VID_1248",4
"VID_21766",5
"VID_5247",3
"VID_18615",11
"VID_2267",3
"VID_17316",4
"VID_11279",4
"VID_5552",3
"VID_22352",5
"VID_15074",2
"VID_15181",5
"VID_21556",6
"VID_2767",2
"VID_8827",4
"VID_1268",7
"VID_20506",5
"VID_5204",3
"VID_15122",5
"VID_21234",6
"VID_21772",4
"VID_20282",3
"VID_21958",19
"VID_4481",5
"VID_10596",2
"VID_18797",2
"VID_4060",3
"VID_13312",5
"VID_4275",4
"VID_1473",4
"VID_12854",5
"VID_2628",3
"VID_8516",3
"VID_14619",6
"VID_19598",19
"VID_20689",6
"VID_20901",6
"VID_13305",5
"VID_23677",7
"VID_16068",1
"VID_17820",7
"VID_6711",4
"VID_12008",22
"VID_7139",4
"VID_22612",6
"VID_6600",3
"VID_2734",4
"VID_11114",10
"VID_15928",3
"VID_3784",4
"VID_23266",4
"VID_23458",4
"VID_17606",4
"VID_14718",10
"VID_1548",3
"VID_7231",9
"VID_801",7
"VID_13712",5
"VID_10166",7
"VID_5659",3
"VID_1184",6
"VID_15420",4
"VID_18814",3
"VID_10531",5
"VID_1552",3
"VID_16661",5
"VID_11815",7
"VID_16106",2
"VID_10096",6
"VID_13800",2
"VID_20971",4
"VID_3761",3
"VID_17833",2
"VID_23359",3
"VID_17046",3
"VID_13663",54
"VID_20421",9
"VID_21232",11
"VID_22033",12
"VID_23156",6
"VID_16525",3
"VID_12507",4
"VID_8100",4
"VID_11008",7
"VID_6241",16
"VID_3009",2
"VID_19559",4
"VID_16197",4
"VID_8132",5
"VID_13790",6
"VID_18140",5
"VID_816",2
"VID_16603",3
"VID_18097",4
"VID_8742",5
"VID_19665",11
"VID_17140",4
"VID_20124",16
"VID_16535",2
"VID_5137",4
"VID_14719",5
"VID_13884",3
"VID_3249",4
"VID_18283",8
"VID_16543",3
"VID_18133",5
"VID_23731",4
"VID_11867",13
"VID_23734",4
"VID_10502",7
"VID_23101",5
"VID_13526",4
"VID_22440",80
"VID_542",5
"VID_19625",3
"VID_11584",3
"VID_12516",3
"VID_667",22
"VID_18563",6
"VID_5462",3
"VID_12155",2
"VID_15969",3
"VID_16141",6
"VID_7431",6
"VID_6528",3
"VID_4795",4
"VID_6677",4
"VID_21733",4
"VID_22128",46
"VID_10638",4
"VID_19603",6
"VID_2171",3
"VID_16181",2
"VID_18102",3
"VID_22722",16
"VID_21248",11
"VID_15421",4
"VID_16412",5
"VID_11403",5
"VID_3492",5
"VID_23244",5
"VID_9580",2
"VID_19934",19
"VID_23452",3
"VID_19378",2
"VID_3257",4
"VID_14547",5
"VID_11926",4
"VID_22031",7
"VID_2878",3
"VID_11072",4
"VID_19910",3
"VID_14655",5
"VID_18920",4
"VID_749",13
"VID_7892",3
"VID_17249",4
"VID_14434",15
"VID_17361",6
"VID_20118",8
"VID_3246",4
"VID_17983",3
"VID_19052",3
"VID_817",3
"VID_4969",2
"VID_16136",2
"VID_10245",2
"VID_17106",3
"VID_11803",2
"VID_22896",7
"VID_1749",8
"VID_10732",2
"VID_20461",4
"VID_9295",4
"VID_13024",4
"VID_19735",3
"VID_2416",6
"VID_11799",2
"VID_1626",4
"VID_14902",4
"VID_326",2
"VID_14288",4
"VID_15337",4
"VID_2436",3
"VID_20962",6
"VID_21022",3
"VID_8357",7
"VID_912",2
"VID_19802",3
"VID_5858",7
"VID_868",5
"VID_2938",6
"VID_7205",3
"VID_13328",4
"VID_17349",3
"VID_3587",7
"VID_9761",3
"VID_22986",4
"VID_22640",8
"VID_123",40
"VID_11768",4
"VID_9948",2
"VID_23191",3
"VID_23115",3
"VID_23302",3
"VID_10448",3
"VID_3547",3
"VID_5173",3
"VID_11425",3
"VID_22512",5
"VID_13801",9
"VID_7216",5
"VID_1459",5
"VID_768",5
"VID_7874",5
"VID_17411",5
"VID_5338",5
"VID_13093",12
"VID_3562",4
"VID_20725",20
"VID_11275",3
"VID_13931",3
"VID_20614",4
"VID_9151",5
"VID_21787",4
"VID_8709",35
"VID_23579",3
"VID_17814",5
"VID_17607",14
"VID_4756",3
"VID_8258",8
"VID_21081",6
"VID_8426",8
"VID_1191",7
"VID_8169",3
"VID_17104",2
"VID_17947",5
"VID_8778",5
"VID_8824",4
"VID_20521",4
"VID_20565",13
"VID_2345",6
"VID_11351",5
"VID_19674",3
"VID_17380",4
"VID_20501",4
"VID_10078",4
"VID_17268",6
"VID_11963",5
"VID_7177",5
"VID_12440",6
"VID_14091",7
"VID_5145",7
"VID_10483",5
"VID_1378",6
"VID_3427",4
"VID_15335",4
"VID_18848",4
"VID_2755",2
"VID_1172",18
"VID_3340",3
"VID_12594",3
"VID_6607",5
"VID_13861",5
"VID_9705",2
"VID_5850",6
"VID_12238",4
"VID_21926",3
"VID_9487",5
"VID_20494",5
"VID_23549",5
"VID_19860",123
"VID_1150",8
"VID_5736",4
"VID_1308",230
"VID_23085",7
"VID_376",2
"VID_750",2
"VID_11771",4
"VID_6200",3
"VID_1917",6
"VID_5987",3
"VID_4277",7
"VID_4291",6
"VID_3217",3
"VID_14488",4
"VID_4524",6
"VID_10322",3
"VID_5870",8
"VID_5237",4
"VID_1058",5
"VID_7661",4
"VID_17233",5
"VID_2787",2
"VID_5413",5
"VID_18748",12
"VID_16983",8
"VID_9368",4
"VID_2876",3
"VID_14753",4
"VID_20024",7
"VID_22731",106
"VID_1020",4
"VID_21916",14
"VID_20316",197
"VID_10115",4
"VID_13527",4
"VID_10017",3
"VID_20624",7
"VID_549",5
"VID_7929",7
"VID_21591",7
"VID_15528",4
"VID_2737",3
"VID_15198",4
"VID_7845",5
"VID_5740",6
"VID_14139",3
"VID_5516",3
"VID_4987",6
"VID_9479",11
"VID_15816",3
"VID_11396",4
"VID_8741",4
"VID_4189",3
"VID_15667",2
"VID_22288",5
"VID_16111",2
"VID_8765",10
"VID_5061",5
"VID_6224",6
"VID_5902",5
"VID_15118",3
"VID_15594",4
"VID_13664",7
"VID_5969",5
"VID_21111",7
"VID_11029",3
"VID_14023",10
"VID_18096",2
"VID_13058",2
"VID_16464",4
"VID_14895",5
"VID_2533",2
"VID_20581",5
"VID_1811",2
"VID_18604",14
"VID_14864",4
"VID_13419",5
"VID_22638",3
"VID_14649",4
"VID_23103",5
"VID_13850",23
"VID_1810",10
"VID_18335",4
"VID_12164",5
"VID_16549",2
"VID_10235",1239
"VID_19514",4
"VID_18077",5
"VID_4242",3
"VID_5855",4
"VID_10617",5
"VID_824",2
"VID_14341",9
"VID_514",3
"VID_2863",4
"VID_20662",4
"VID_16730",3
"VID_2272",2
"VID_17648",4
"VID_11316",12
"VID_12996",10
"VID_3430",4
"VID_12935",4
"VID_23589",5
"VID_9862",5
"VID_8470",3
"VID_8714",4
"VID_10157",3
"VID_5284",4
"VID_14780",5
"VID_2091",2
"VID_11367",4
"VID_6269",5
"VID_21394",8
"VID_8748",5
"VID_8533",2
"VID_1013",5
"VID_12908",4
"VID_13180",8
"VID_5182",5
"VID_104",6
"VID_14411",250
"VID_12957",4
"VID_18566",4
"VID_7049",4
"VID_22563",6
"VID_13261",5
"VID_10340",3
"VID_15891",3
"VID_8103",10
"VID_8461",20
"VID_7622",3
"VID_1136",5
"VID_722",5
"VID_9454",4
"VID_10912",3
"VID_9548",5
"VID_20850",3
"VID_4738",4
"VID_18978",9
"VID_8659",2
"VID_1897",15
"VID_2803",2
"VID_20017",6
"VID_12039",4
"VID_13420",3
"VID_810",4
"VID_15012",4
"VID_9473",4
"VID_21233",6
"VID_15573",7
"VID_14136",2
"VID_5263",4
"VID_19147",3
"VID_6746",4
"VID_21062",24
"VID_1391",7
"VID_10695",7
"VID_10709",11
"VID_6050",6
"VID_20221",9
"VID_14590",3
"VID_23440",3
"VID_10114",4
"VID_5636",4
"VID_3714",3
"VID_14057",3
"VID_16982",4
"VID_16158",5
"VID_23018",15
"VID_14304",10
"VID_11438",5
"VID_19361",5
"VID_16945",3
"VID_15325",4
"VID_3164",3
"VID_13148",4
"VID_11446",4
"VID_1200",4
"VID_9583",13
"VID_5362",3
"VID_16290",11
"VID_6663",5
"VID_10513",10
"VID_11604",5
